PointType;TagNumber;NewTagNumber;Location;Unit;SubUnit;Description;SafetyRelated;ForceEnable;WriteEnable;SIL;FLDNumber;Scaling;DataType;SignalType;BottomScale;TopScale;EngineeringUnits;PowerUpValue;TimerBase;TimerValue;Range;ApplicationAddress;SOEEnable;SOEID;AlarmPriority;AlarmPriorityLow;AlarmPriorityHigh;AlarmPriorityLowLow;AlarmPriorityHighHigh;State0Text;State1Text;NormalState;AlarmLimitLow;AlarmLimitHigh;AlarmLimitLowLow;AlarmLimitHighHigh;BlockName;PVFormat;TransmitterAlarmLow;TransmitterAlarmHigh;TimerType;ChassisID/IOTAName;SlotNumber;ChannelNumber;NumberOfChannels;FaultReaction;FaultReactionValue;FieldInputDevice;LoopMonitoringEnable;HartEnable;TestEnable;SmokeHeatPowerInterruption;TransitTime;LowLatencySOE;AccessLock;ComAllocationType1;Master1;Slave1;PLCAddress1;ComAllocationType2;Master2;Slave2;PLCAddress2;ComAllocationType3;Master3;Slave3;PLCAddress3;ComAllocationType4;Master4;Slave4;PLCAddress4;ComAllocationType5;Master5;Slave5;PLCAddress5;ComAllocationType6;Master6;Slave6;PLCAddress6;ComAllocationType7;Master7;Slave7;PLCAddress7;ComAllocationType8;Master8;Slave8;PLCAddress8;ComAllocationType9;Master9;Slave9;PLCAddress9;ComAllocationType10;Master10;Slave10;PLCAddress10;ComAllocationType11;Master11;Slave11;PLCAddress11
AI;73PI182A;;FLD;730-30;A_C73031;C7303001A FEED OIL;Yes;ИСТИНА;ЛОЖЬ;;901;ИСТИНА;Float;4-20mA;0;600;kPa;;;;;240;ЛОЖЬ;15219;;None;None;None;None;;;;-150;-150;;;;-XXXXX.X;3.64;22;;07.05;1;10;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10088;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1007_5;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;1007;;;;;;;0;;;;3232;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;531_557_4;;;730-30;;73XS041_P;;ЛОЖЬ;ЛОЖЬ;;557;;;;;;;0;;;;4931;ЛОЖЬ;0;;;;;;;1=RUNNING;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TAHH969_CA;;COM;740-20;A_C74022;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;773;;;;;;;0;;;;2143;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;954;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C961_2_B;;;C7303001;C7303001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;961;;;;;;;0;;;;1635;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C425_1_F;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;425;;;;;;;0;;;;5646;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C488_1_C;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;488;;;;;;;0;;;;595;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;17_07_SNESD_FLT;;FSC;;;ESD911_1 to ESD001_2;No;ЛОЖЬ;ЛОЖЬ;;20;;;;;;;0;;;;772;ЛОЖЬ;0;None;;;;;;0=Fault;;;;;;;Undefined;491;3428;;;;;;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;;;;;Input;ESD_002_1;ESD_911_1;4;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VAH909A;;BNS;740-20;A_C74021;C7402001SX VIB 2 STEP X;Yes;ИСТИНА;ЛОЖЬ;;645;;;;;;;;;;;182;ИСТИНА;15110;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.04;5;15;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1322;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C747_8_E;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;747;;;;;;;0;;;;6314;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;911_937_2;;;C7303001;;73TAHH089A_I;;ЛОЖЬ;ЛОЖЬ;;937;;;;;;;0;;;;2829;ЛОЖЬ;0;;;;;;;0=TRIP INITIATOR;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;73TI142_MOR;;COM;730-30;A_C73032;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;543;;;;;;;0;;;;3942;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;107;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C639_6_G;;;C742001;C742001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;639;;;;;;;0;;;;6484;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;919_1505_4;;;730-30;;73TAH066A_HI;;ЛОЖЬ;ЛОЖЬ;;1505;;;;;;;0;;;;2271;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;967_4;;;C7303001;;;;ЛОЖЬ;ЛОЖЬ;;967;;;;;;;0;;;;2541;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TAHH864;;COM;740-20;A_C74021;C7402001AX BEAR NDE;No;ЛОЖЬ;ЛОЖЬ;;591;;;;;;;0;;;;1998;ИСТИНА;15113;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;915;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_UCB_2;ESD_002_1;49;;;;
DI;73VSHH001A2;;BNS;730-30;A_C73031;C7303001A VIB Y;Yes;ИСТИНА;ЛОЖЬ;;927;;;;;;;;;;;105;ИСТИНА;15114;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.03;13;2;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1403;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74XS919_FU;;COM;740-20;;C-7402001SX EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1011;;;;;;;0;;;;3318;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1663;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;911_1;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;911;;;;;;;0;;;;2768;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73HS016_P;;COM;730-30;A_73030;N2 STATION EMERG SD;No;ЛОЖЬ;ЛОЖЬ;;407;;;;;;;0;;;;41;ИСТИНА;13857;None;;;;;;1=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1395;;;;;;;;;;;;;;;;;;;;;;;;;;;;;Output;CC_UCB_1;ESD_002_1;63;;;;;;;;
M;436_2;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;436;;;;;;;0;;;;689;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74PDI957_TF;;COM;C742002;;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;775;;;;;;;0;;;;3646;ИСТИНА;14198;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;2127;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;957_1506_3;;;C7303001;;73TI078B TF;;ЛОЖЬ;ЛОЖЬ;;1506;;;;;;;0;;;;4795;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;417_5;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;417;;;;;;;;100 ms;5;;608;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C711_8_G;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;711;;;;;;;0;;;;6388;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;310_4;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;310;;;;;;;0;;;;5886;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;CB002_ESD1_T;;COM;;;TEMPERATURE ALARM;No;ЛОЖЬ;ЛОЖЬ;;22;;;;;;;0;;;;5666;ЛОЖЬ;0;None;;;;;ALARM;;State High;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1390;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74VSHH953B_FU;;COM;740-20;;C-7402002CX EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1041;;;;;;;0;;;;3586;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1743;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C545_3_E;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;545;;;;;;;0;;;;5588;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TAHH894_CA;;COM;740-20;A_C74022;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;733;;;;;;;0;;;;2103;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;922;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74ZSHH876_MOR;;COM;740-20;A_C74022;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;761;;;;;;;0;;;;4028;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;;;;;;;;Freeze;;;;ЛОЖЬ;ИСТИНА;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;237;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;961_2;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;961;;;;;;;0;;;;2862;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
T;320_5;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;320;;;;;;;;100 ms;5;;1496;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;Delayed OFF with constant timer value;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C461_3_F;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;461;;;;;;;0;;;;5805;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;629_5;;;730-30;;;;ЛОЖЬ;ЛОЖЬ;;629;;;;;;;0;;;;2209;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C549_2_B;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;549;;;;;;;0;;;;92;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VAH831B;;BNS;740-20;A_C74021;C7402001AX VIB Y;Yes;ИСТИНА;ЛОЖЬ;;597;;;;;;;;;;;145;ИСТИНА;15117;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.04;1;10;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1280;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1055_1_M;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1055;;;;;;;0;;;;4729;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;953_1506_3;;;C7303001;;73TI096B TF;;ЛОЖЬ;ЛОЖЬ;;1506;;;;;;;0;;;;4793;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C553_1_D;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;553;;;;;;;0;;;;87;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C555_4_B;;;C7303001;C7303001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;555;;;;;;;0;;;;5459;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;1017_4;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;1017;;;;;;;0;;;;3371;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C995_1_K;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;995;;;;;;;0;;;;3201;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;74PI964;;FLD;740-20;A_C74022;C7402002CX FEED OIL;Yes;ИСТИНА;ЛОЖЬ;;771;ИСТИНА;Float;4-20mA;0;600;кПа;;;;;696;ЛОЖЬ;15328;;None;None;None;None;;;;-150;-150;;;;-XXXXX.X;3.64;22;;07.05;15;5;1;Bottom scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10147;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C999_2_M;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;999;;;;;;;0;;;;3191;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;318_86_2;;;740-20;;74PT052;;ЛОЖЬ;ЛОЖЬ;;86;;;;;;;0;;;;1542;ЛОЖЬ;0;;;;;;;1=MO CONFIRMED;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TAHH831A;;COM;740-20;A_C74022;CM7402002AX U DE WINDING;No;ЛОЖЬ;ЛОЖЬ;;703;;;;;;;0;;;;2066;ИСТИНА;15118;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;893;;;;;;;;;;;;;;;;;;;;;Output;CC_UCB_3;ESD_002_1;51;;;;;;;;;;;;;;;;
M;637_2;;;C742001;;;;ЛОЖЬ;ЛОЖЬ;;637;;;;;;;0;;;;2237;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;202_208_1;;;;;74HS704;;ЛОЖЬ;ЛОЖЬ;;208;;;;;;;0;;;;745;ЛОЖЬ;0;;;;;;;1=LAMP ON;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C583_5_B;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;583;;;;;;;0;;;;6598;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1001_1_G;;;930-01;930-01;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1001;;;;;;;0;;;;740;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C585_6_G;;;730-30;730-30;Function block marker;;ЛОЖЬ;ЛОЖЬ;;585;;;;;;;0;;;;6592;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;74TI803;;FLD;740-20;A_C74022;C7402002AX 1 STEP;Yes;ИСТИНА;ЛОЖЬ;;697;ИСТИНА;Float;4-20mA;-50;50;°C;;;;;552;ЛОЖЬ;15334;;None;None;None;None;;;;-75;-75;;;;-XXXXX.X;3.76;21;;07.05;11;3;1;Top scale;;;;ЛОЖЬ;;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10153;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C601_2_B;;;C742001;C742001;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;601;;;;;;;0;;;;5423;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74TI981B_TF;;COM;740-20;A_C74022;TRANSM. FAIL;No;ЛОЖЬ;ЛОЖЬ;;785;;;;;;;0;;;;2149;ИСТИНА;15119;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;1056;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C785_5_F;;;C742002;C742002;Function block marker;;ЛОЖЬ;ЛОЖЬ;;785;;;;;;;0;;;;6234;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C1015_1_H;;;740-20;740-20;Function block marker;;ЛОЖЬ;ЛОЖЬ;;1015;;;;;;;0;;;;4408;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;777_1;;;740-20;;;;ЛОЖЬ;ЛОЖЬ;;777;;;;;;;0;;;;2571;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74PI054_MOR;;COM;740-20;A_74020;MO REQUEST;No;ЛОЖЬ;ИСТИНА;;322;;;;;;;0;;;;3943;ЛОЖЬ;0;None;;;;;;1=REQUEST;;;;;;;Undefined;491;3428;;;;;;Freeze;;;;ЛОЖЬ;;;;ЛОЖЬ;;Input;EPKS_UCB;ESD_002_1;132;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74VSHH954B_FU;;COM;740-20;;C-7402002CX EMERGENCY SD;No;ЛОЖЬ;ЛОЖЬ;;1041;;;;;;;0;;;;3588;ЛОЖЬ;0;None;;;;;;1=FIRST;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1745;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C951_4_C;;;C7303001;C7303001;Function block marker;;ЛОЖЬ;ЛОЖЬ;;951;;;;;;;0;;;;5783;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
AI;74TI895D;;FLD;C742002;;C7402002BX FEED OIL;Yes;ИСТИНА;ЛОЖЬ;;733;ИСТИНА;Float;4-20mA;0;100;°C;;;;;1096;ЛОЖЬ;14165;;None;None;None;None;;;;;;;;;-XXXXX.X;3.76;21;;07.03;17;3;1;Top scale;;;;ЛОЖЬ;ИСТИНА;ЛОЖЬ;;;;Output;EPKS_UCB;ESD_002_1;10473;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74XY801;;MCC;740-20;A_C74022;C7402002AX VENT  ISF;Yes;ИСТИНА;ЛОЖЬ;;727;;;;;;;0;;;;153;ИСТИНА;15121;None;;;;;;0=STOP;;;;;;;Undefined;491;3428;;07.09;5;2;1;Appl;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;1505;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DI;74VAH954A;;BNS;740-20;A_C74022;C7402002CX VIB 2 STEP X;Yes;ИСТИНА;ЛОЖЬ;;795;;;;;;;;;;;222;ИСТИНА;15122;None;;;;;;0=TRIP;;;;;;;Undefined;491;3428;;07.04;9;7;1;Low;;;;ЛОЖЬ;;;;ЛОЖЬ;;Output;EPKS_UCB;ESD_002_1;1338;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;783_1517_5;;;740-20;;74TI981A2 TF;;ЛОЖЬ;ЛОЖЬ;;1517;;;;;;;0;;;;5338;ЛОЖЬ;0;;;;;;;0=ALARM;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;74UY810_2_F;;COM;;;LINE FAULT;No;ЛОЖЬ;ЛОЖЬ;;1550;;;;;;;0;;;;265;ИСТИНА;14660;None;;;;;;0=ALARM;0=ALARM;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;Output;EPKS_UCB;ESD_002_1;1602;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;C601_2_A;;;C742001;C742001;Compiler marker;;ЛОЖЬ;ЛОЖЬ;;601;;;;;;;0;;;;5422;ЛОЖЬ;0;;;;;;;;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
DO;73LALL003A_CA;;COM;730-30;A_73030;CAUSE ALARM;No;ЛОЖЬ;ЛОЖЬ;;425;;;;;;;0;;;;1504;ЛОЖЬ;0;None;;;;;;0=ALARM;;;;;;;Undefined;491;3428;;;;;;;;;;ЛОЖЬ;;;;;;Output;EPKS_UCB;ESD_002_1;461;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;797_803_4;;;C742002;;74VSHH951AB;;ЛОЖЬ;ЛОЖЬ;;803;;;;;;;0;;;;6188;ЛОЖЬ;0;;;;;;;0=TRIP;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
M;986_987_3;;;C7303001;;73HS074B;;ЛОЖЬ;ЛОЖЬ;;987;;;;;;;0;;;;4661;ЛОЖЬ;0;;;;;;;1=RESET;;;;;;;Undefined;;;;;;;;;;;;ЛОЖЬ;ИСТИНА;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;;
